PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-192,Story,"As a buyer, I want to accept an approved order with escrow terms, so that the order enters a controlled escrow workflow","Context: Order acceptance must create a controlled transaction state before escrow and later release can occur. Business problem: manual order acceptance and escrow setup are difficult to verify and expose settlement risk. User role / actor: buyer. Expected behavior: buyer accepts an approved order with escrow terms and the system creates the initial contract workflow state. Business value: creates a traceable and enforceable starting point for financing-enabled procurement. In scope: order acceptance, escrow-term capture, initial escrow workflow state, validation, and audit recording. Out of scope: release execution and PLS distribution.","[ReqID: R06] Given an approved order with valid escrow terms exists, when the buyer accepts the order, then the platform creates an escrow workflow record with the governing terms and initial status. | [ReqID: R06] Given required escrow terms are missing or invalid, when order acceptance is attempted, then the platform rejects the request with validation feedback and no escrow workflow is created.",R06,Security;Audit;Reliability;Compliance,3,P0,Backend Engineer,,Ready for Refinement,PBI-006;PBI-005;PBI-003,"Branch: feature/PBI-006-order-escrow-workflow. Depends on completed access/membership and immutable audit foundations. MVP scope should remain centralized-first or hybrid-anchored only where justified. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-193,Task,Do define order acceptance and escrow-term contract,"Action to be performed: define the request, response, validation rules, and required escrow-term fields for order acceptance. Why it is needed: implementation should not invent escrow fields or acceptance semantics during coding. Expected output: approved order-acceptance contract and validation matrix. Scope: accepted order identifier, buyer actor source, escrow amount or reference, release conditions, parties, initial status, and response shape. Explicit exclusions: release execution and settlement processing.","[ReqID: R06] Given the order-acceptance contract is reviewed, when the task closes, then required escrow fields, validation rules, and initial status semantics are explicitly defined. | [ReqID: R06] Given implementation starts, when contributors consume the contract, then they use the approved fields and response shape rather than inventing route-specific semantics.",R06,Security;Audit;Maintainability,2,P0,Backend Engineer,,Ready for Refinement,PBI-192;PBI-005,"Branch: feature/PBI-006-order-escrow-workflow. Contract task should align with transaction-history and audit-event contracts from PBI-005. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-194,Task,Do implement order acceptance service and escrow workflow creation API,"Action to be performed: implement the backend service and API endpoint that accepts approved orders and creates initial escrow workflow records. Why it is needed: PBI-192 requires an executable acceptance path before lifecycle transitions can be implemented. Expected output: working acceptance API, service logic, persistence behavior, and initial escrow status creation. Scope: route/service, validation, persistence, initial status creation, and successful response mapping. Explicit exclusions: proof-condition evaluation and escrow release.","[ReqID: R06] Given a valid approved order and escrow terms are submitted, when the service executes, then the platform creates the escrow workflow record with initial status and governing terms. | [ReqID: R06] Given invalid terms or an ineligible order are submitted, when the service executes, then the platform rejects the request and does not create an escrow workflow record.",R06,Security;Audit;Reliability;Compliance,2,P0,Backend Engineer,,Ready for Refinement,PBI-192;PBI-193,"Branch: feature/PBI-006-order-escrow-workflow. Use existing validation envelope and server-derived actor context. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-195,Task,"Do add audit capture, authorization checks, and evidence closure for order acceptance","Action to be performed: add protected-action authorization, audit capture, tests, documentation, and evidence for order acceptance. Why it is needed: order acceptance is a governed transaction action and must be traceable. Expected output: hardened acceptance path with audit evidence and story closure artifacts. Scope: permission checks, actor attribution, audit event emission, negative-path tests, docs, and representative request/response evidence. Explicit exclusions: escrow release and settlement execution.","[ReqID: R06] Given an authorized buyer accepts an order, when the escrow workflow is created, then the platform records audit evidence for the acceptance action. | [ReqID: R06] Given an unauthorized actor attempts acceptance, when authorization is evaluated, then the platform denies the action and records or exposes the correct outcome according to policy. | [ReqID: R06] Given the story is prepared for review, when evidence is attached, then tests, sample responses, and documentation updates are available.",R06,Security;Audit;Quality;Documentation,2,P0,QA Lead,,Ready for Refinement,PBI-192;PBI-194;PBI-022,"Branch: feature/PBI-006-order-escrow-workflow. Story-closing evidence task for PBI-192. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-196,Story,"As the platform, I want to evaluate escrow proof conditions and control escrow lifecycle states, so that escrow cannot move forward without required evidence","Context: Escrow workflow requires controlled transitions from accepted order to releasable or blocked states. Business problem: settlement risk increases if escrow state changes occur without proof-condition validation. User role / actor: system enforcement. Expected behavior: the platform evaluates configured proof conditions and allows only valid escrow lifecycle transitions. Business value: makes escrow control auditable and reduces premature release risk. In scope: proof-condition representation, lifecycle statuses, allowed transitions, blocked transitions, and transition audit. Out of scope: external bank settlement and PLS distribution.","[ReqID: R06] Given escrow proof conditions are satisfied, when the transition is requested, then the platform moves the escrow workflow to the approved next state and records the transition. | [ReqID: R06] Given proof conditions are missing or invalid, when transition is requested, then the platform blocks the transition and returns the reason.",R06,Security;Audit;Reliability;Compliance,3,P0,Backend Engineer,,Ready for Refinement,PBI-006;PBI-192;PBI-005,"Branch: feature/PBI-006-order-escrow-workflow. This story defines escrow lifecycle control before release execution. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-197,Task,"Do define escrow lifecycle states, transition rules, and proof-condition model","Action to be performed: define escrow lifecycle statuses, allowed transitions, blocked transitions, and proof-condition input model. Why it is needed: lifecycle implementation must not encode hidden state rules. Expected output: approved escrow state model and proof-condition matrix. Scope: statuses, transition preconditions, proof-condition fields, reason codes, and failure states. Explicit exclusions: settlement integration.","[ReqID: R06] Given escrow lifecycle rules are reviewed, when the task closes, then allowed statuses, transition rules, proof conditions, and rejection reasons are explicitly defined. | [ReqID: R06] Given implementation begins, when the transition service is built, then it consumes the approved lifecycle model rather than hardcoded assumptions.",R06,Security;Audit;Maintainability;Reliability,2,P0,Backend Engineer,,Ready for Refinement,PBI-196;PBI-193,"Branch: feature/PBI-006-order-escrow-workflow. ADR required if lifecycle model changes shared workflow/state architecture. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-198,Task,Do implement escrow transition service with proof-condition validation,"Action to be performed: implement the service that evaluates proof conditions and applies valid escrow lifecycle transitions. Why it is needed: escrow state must be controlled by explicit rules before release can occur. Expected output: working transition service with valid and invalid transition handling. Scope: transition service, proof validation, state persistence, rejection reasons, and response mapping. Explicit exclusions: external settlement execution.","[ReqID: R06] Given proof conditions are valid for the requested transition, when the transition service executes, then the escrow workflow moves to the approved next state. | [ReqID: R06] Given proof conditions are missing, invalid, or not allowed for the current state, when transition is requested, then the service blocks the transition and returns the approved reason.",R06,Security;Audit;Reliability,2,P0,Backend Engineer,,Ready for Refinement,PBI-196;PBI-197,"Branch: feature/PBI-006-order-escrow-workflow. Keep transition behavior deterministic and testable. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-199,Task,"Do validate escrow lifecycle transitions, audit behavior, and documentation for PBI-196","Action to be performed: validate escrow transition behavior, audit capture, documentation, and evidence for PBI-196. Why it is needed: lifecycle work is not Done until valid, invalid, and blocked transitions are proven. Expected output: test coverage, docs, and evidence for escrow lifecycle control. Scope: happy path, invalid proof, invalid transition, audit evidence, and documentation updates. Explicit exclusions: release execution and PLS distribution.","[ReqID: R06] Given escrow transition tasks are complete, when validation is executed, then valid transitions, blocked transitions, and proof-condition failures match the approved lifecycle model. | [ReqID: R06] Given lifecycle transitions occur, when audit evidence is reviewed, then transition actor, status, reason, and timestamp are traceable. | [ReqID: R06] Given the story is prepared for review, when evidence is attached, then test results and documentation updates are available.",R06,Quality;Audit;Documentation;Reliability,2,P0,QA Lead,,Ready for Refinement,PBI-196;PBI-198;PBI-022,"Branch: feature/PBI-006-order-escrow-workflow. Story-closing evidence task for PBI-196. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-200,Story,"As a buyer, supplier, or financier, I want escrow release and settlement status recorded after conditions are satisfied, so that the transaction outcome is traceable","Context: Once escrow release conditions are satisfied, the platform must record release and settlement outcome without implying unsupported external bank integration. Business problem: release activity without clear status and evidence creates financial and audit risk. User role / actor: buyer, supplier, financier, or system operator. Expected behavior: the platform records escrow release intent, release outcome, settlement status, and related audit evidence. Business value: creates a reliable transaction trail for settlement and downstream PLS or reporting features. In scope: release trigger, release status, settlement-status recording, history retrieval, and audit evidence. Out of scope: production bank transfer integration.","[ReqID: R06] Given escrow conditions are satisfied, when release is triggered, then the platform records the release action, resulting escrow status, and settlement-status reference. | [ReqID: R06] Given release fails or is not yet externally settled, when status is reviewed, then the platform exposes the current release or settlement state without misrepresenting completion.",R06,Security;Audit;Reliability;Compliance,3,P0,Backend Engineer,,Ready for Refinement,PBI-006;PBI-196;PBI-005,"Branch: feature/PBI-006-order-escrow-workflow. MVP scope records settlement status; production payment integration is out of scope unless separately prioritized. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-201,Task,"Do define escrow release, settlement-status, and history contract","Action to be performed: define release trigger contract, settlement-status values, and escrow history response shape. Why it is needed: release and settlement status must be explicit before implementation touches downstream PLS or regulator export flows. Expected output: approved release/status/history contract. Scope: release action fields, settlement status labels, failure states, reference identifiers, and history response. Explicit exclusions: external payment settlement integration.","[ReqID: R06] Given escrow release is refined, when the task closes, then release fields, settlement statuses, failure states, and history response semantics are explicitly defined. | [ReqID: R06] Given downstream PLS or audit-reporting features consume release data, when implementation starts, then they use the approved contract rather than inventing alternate settlement meanings.",R06,Audit;Maintainability;Integration;Reliability,2,P0,Backend Engineer,,Ready for Refinement,PBI-200;PBI-196,"Branch: feature/PBI-006-order-escrow-workflow. Contract should support PBI-007 and PBI-015 consumers. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-202,Task,Do implement escrow release command and settlement-status recording,"Action to be performed: implement release command handling and settlement-status persistence for escrow workflows. Why it is needed: escrow release must be executable and traceable after proof conditions are satisfied. Expected output: release service/API, persisted release outcome, and status history. Scope: release command, status update, settlement-status recording, failure handling, and response mapping. Explicit exclusions: real bank payment execution.","[ReqID: R06] Given escrow is in a releasable state, when release is triggered, then the platform records the release action and updates settlement status according to the approved contract. | [ReqID: R06] Given escrow is not releasable or release fails, when release is attempted, then the platform returns the approved failure state and preserves prior history.",R06,Security;Audit;Reliability;Compliance,2,P0,Backend Engineer,,Ready for Refinement,PBI-200;PBI-201;PBI-198,"Branch: feature/PBI-006-order-escrow-workflow. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-203,Task,"Do validate escrow release, settlement-status history, documentation, and evidence for PBI-200","Action to be performed: validate release behavior, settlement-status history, documentation, and evidence for PBI-200. Why it is needed: release work is not Done until success, failure, and incomplete settlement states are proven. Expected output: validation coverage, docs, and story evidence. Scope: releasable state, non-releasable state, release failure, settlement-status history, docs, and evidence. Explicit exclusions: production banking integration.","[ReqID: R06] Given release tasks are complete, when validation is executed, then release success, blocked release, failure, and unsettled states behave according to the approved contract. | [ReqID: R06] Given release history is reviewed, when evidence is inspected, then release action, status, actor, timestamp, and reason are traceable. | [ReqID: R06] Given the story is prepared for review, when evidence is attached, then test results, response samples, and documentation updates are available.",R06,Quality;Audit;Documentation;Reliability,2,P0,QA Lead,,Ready for Refinement,PBI-200;PBI-202;PBI-022,"Branch: feature/PBI-006-order-escrow-workflow. Story-closing evidence task for PBI-200. Status review note 2026-05-26: escrow first-slice evidence exists, but this legacy escrow lifecycle/release scope needs grooming against PBI-341 to PBI-360 before status closure. Scope grooming 2026-05-26: overlaps with completed escrow first-slice PBIs PBI-341 to PBI-360; retain for future full lifecycle/release/settlement hardening unless Product Owner narrows scope."
PBI-204,Story,"As an Islamic finance analyst, I want to configure a PLS contract with approved parameters, so that profit and loss sharing terms are explicit before activation","Context: PLS contracts require auditable parameters and Shariah approval before use. Business problem: unstructured PLS terms create compliance and calculation ambiguity. User role / actor: Islamic finance analyst. Expected behavior: analyst creates a PLS contract model with profit ratio, loss allocation, parties, and linked approved governance reference. Business value: establishes a controlled contract basis for Shariah-compliant financing workflows. In scope: parameter capture, validation, approval reference, activation gate, and audit evidence. Out of scope: distribution execution and portfolio optimization.","[ReqID: R07] Given approved Shariah governance exists for a PLS product or contract type, when an analyst creates a PLS contract with valid parameters, then the platform stores profit ratio, loss allocation, linked parties, and approval reference. | [ReqID: R07] Given required approval or parameters are missing, when activation is attempted, then the platform blocks activation and returns the missing requirement.",R07,Compliance;Audit;Security;Maintainability,3,P0,Islamic Finance Analyst,,Ready for Refinement,PBI-007;PBI-020;PBI-006,"Branch: feature/PBI-007-pls-contract-distribution. Depends on completed Shariah governance workflow and escrow/order foundation. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-205,Task,"Do define PLS contract parameter schema, approval reference, and activation rules","Action to be performed: define the PLS contract parameter schema, Shariah approval reference, validation rules, and activation gate. Why it is needed: PLS contract implementation must not invent compliance-critical fields during coding. Expected output: approved parameter and activation contract. Scope: profit ratio, loss allocation, party roles, contract references, approval reference, activation status, and validation rules. Explicit exclusions: distribution event calculation.","[ReqID: R07] Given PLS contract setup is refined, when the task closes, then parameter fields, approval reference, activation rules, and validation behavior are explicitly defined. | [ReqID: R07] Given implementation starts, when contributors build contract creation, then they consume the approved schema and activation rules rather than inventing alternate PLS semantics.",R07,Compliance;Audit;Maintainability;Security,2,P0,Islamic Finance Analyst,,Ready for Refinement,PBI-204;PBI-020,"Branch: feature/PBI-007-pls-contract-distribution. ADR required if PLS state model or calculation ownership changes module boundaries. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-206,Task,Do implement PLS contract creation and activation-gate service,"Action to be performed: implement backend service/API for creating PLS contracts and enforcing activation gates. Why it is needed: PLS contract parameters must be stored and activated only when governance and validation conditions are satisfied. Expected output: working creation/activation path with persistence and validation. Scope: route/service, parameter validation, approval-reference check, activation gate, and response mapping. Explicit exclusions: distribution event execution.","[ReqID: R07] Given valid PLS parameters and approval reference are provided, when the contract service executes, then the platform stores the PLS contract and permits activation according to rule. | [ReqID: R07] Given missing approval or invalid parameters are submitted, when creation or activation is attempted, then the platform rejects the request with the approved validation or blocked-state response.",R07,Compliance;Security;Audit;Reliability,2,P0,Backend Engineer,,Ready for Refinement,PBI-204;PBI-205,"Branch: feature/PBI-007-pls-contract-distribution. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-207,Task,"Do validate PLS contract creation, activation gate, documentation, and evidence for PBI-204","Action to be performed: validate PLS contract creation and activation gate behavior, update documentation, and collect evidence. Why it is needed: PLS setup is compliance-sensitive and cannot be Done without proof of valid and blocked paths. Expected output: tests, documentation, and story evidence. Scope: valid creation, invalid parameters, missing approval, activation block, audit evidence, and docs. Explicit exclusions: distribution execution.","[ReqID: R07] Given PLS contract setup tasks are complete, when validation is executed, then valid creation, invalid parameters, missing approval, and activation blocking behave according to the approved contract. | [ReqID: R07] Given activation decisions are audited, when evidence is reviewed, then actor, timestamp, approval reference, and outcome are traceable. | [ReqID: R07] Given the story is prepared for review, when evidence is attached, then test results, sample responses, and documentation updates are available.",R07,Quality;Compliance;Audit;Documentation,2,P0,QA Lead,,Ready for Refinement,PBI-204;PBI-206;PBI-022,"Branch: feature/PBI-007-pls-contract-distribution. Story-closing evidence task for PBI-204. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-208,Story,"As a financier or Islamic finance analyst, I want to record PLS profit or loss distribution events, so that allocations are calculated and stored against the contract history","Context: Activated PLS contracts need auditable distribution events for profit or loss outcomes. Business problem: manual distribution records create calculation ambiguity and weak audit trails. User role / actor: financier or Islamic finance analyst. Expected behavior: user records a distribution event and the platform applies approved contract ratios or loss-allocation rules. Business value: makes PLS financial outcomes traceable and aligned to approved contract terms. In scope: distribution event input, profit allocation, loss allocation, calculation result record, and contract history link. Out of scope: advanced portfolio optimization and external payment execution.","[ReqID: R07] Given an active PLS contract exists, when a profit distribution event is recorded, then the platform calculates and stores participant allocations using the approved profit ratio. | [ReqID: R07] Given a loss distribution event is recorded, when the calculation is confirmed, then the platform stores the loss allocation according to the approved contract rules and links the event to contract history.",R07,Compliance;Audit;Reliability;Maintainability,3,P0,Islamic Finance Analyst,,Ready for Refinement,PBI-007;PBI-204;PBI-006,"Branch: feature/PBI-007-pls-contract-distribution. Distribution records should remain simulation/MVP-scope unless settlement integration is separately prioritized. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-209,Task,"Do define PLS distribution input contract, calculation rules, and rounding policy","Action to be performed: define distribution input fields, calculation rules, loss-allocation behavior, and rounding/precision policy. Why it is needed: allocation implementation must be deterministic and auditable. Expected output: approved distribution calculation contract. Scope: event type, amount basis, participant shares, profit ratio, loss allocation, rounding policy, and result fields. Explicit exclusions: external payment execution.","[ReqID: R07] Given PLS distribution is refined, when the task closes, then distribution inputs, profit calculation rules, loss allocation rules, and rounding policy are explicitly defined. | [ReqID: R07] Given implementation starts, when developers build distribution logic, then they use the approved calculation contract rather than implicit arithmetic assumptions.",R07,Compliance;Audit;Maintainability;Reliability,2,P0,Islamic Finance Analyst,,Ready for Refinement,PBI-208;PBI-205,"Branch: feature/PBI-007-pls-contract-distribution. ADR required if calculation engine ownership is changed. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-210,Task,Do implement PLS distribution calculation and event persistence service,"Action to be performed: implement backend service/API for PLS distribution calculation and event persistence. Why it is needed: PLS contracts require executable and auditable allocation behavior. Expected output: working distribution service with stored calculation results. Scope: distribution API/service, profit calculation, loss allocation, result persistence, contract history linkage, and response mapping. Explicit exclusions: external payment transfer.","[ReqID: R07] Given an active PLS contract and valid profit distribution input, when the service executes, then the platform calculates and stores participant allocations according to the approved ratio. | [ReqID: R07] Given an active PLS contract and valid loss distribution input, when the service executes, then the platform stores loss allocation according to the approved contract rules.",R07,Compliance;Audit;Reliability;Security,2,P0,Backend Engineer,,Ready for Refinement,PBI-208;PBI-209,"Branch: feature/PBI-007-pls-contract-distribution. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-211,Task,"Do validate PLS distribution scenarios, audit behavior, documentation, and evidence for PBI-208","Action to be performed: validate PLS distribution scenarios, audit capture, documentation, and evidence for PBI-208. Why it is needed: PLS calculation behavior must be reproducible and reviewable. Expected output: scenario tests, audit evidence, docs, and story closure artifacts. Scope: profit scenario, loss scenario, invalid input, inactive contract, audit event evidence, and documentation. Explicit exclusions: external settlement execution.","[ReqID: R07] Given distribution tasks are complete, when validation is executed, then profit, loss, invalid-input, and inactive-contract scenarios behave according to the approved rules. | [ReqID: R07] Given a distribution event is recorded, when audit evidence is reviewed, then actor, contract, event type, result, timestamp, and calculation basis are traceable. | [ReqID: R07] Given the story is prepared for review, when evidence is attached, then scenario results, response samples, and documentation updates are available.",R07,Quality;Compliance;Audit;Documentation,2,P0,QA Lead,,Ready for Refinement,PBI-208;PBI-210;PBI-022,"Branch: feature/PBI-007-pls-contract-distribution. Story-closing evidence task for PBI-208. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-212,Story,"As a Shariah reviewer or auditor, I want to view PLS contract status and distribution history, so that contract execution remains transparent and reviewable","Context: PLS contract setup and distribution events must be inspectable after execution. Business problem: without a stable read model, reviewers and auditors cannot verify approval status, parameters, and allocation history. User role / actor: Shariah reviewer or auditor. Expected behavior: user retrieves contract details, approval reference, current status, and distribution history. Business value: supports Shariah governance, auditability, and downstream reporting. In scope: contract detail read model, current status, approval reference, distribution history, and empty/intermediate-state handling. Out of scope: analytics dashboards and regulator export bundle generation.","[ReqID: R07] Given a PLS contract exists, when an authorized reviewer retrieves contract details, then the platform returns parameters, approval reference, current status, and linked distribution history. | [ReqID: R07] Given no distribution events exist yet, when the contract history is retrieved, then the platform returns contract details with an empty distribution history rather than an error.",R07,Compliance;Audit;Usability;Security,2,P1,Islamic Finance Analyst,,Ready for Refinement,PBI-007;PBI-204;PBI-208,"Branch: feature/PBI-007-pls-contract-distribution. Read contract should support future dashboards and regulator reporting without redefining PLS semantics. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-213,Task,Do define PLS contract detail and distribution-history read contract,"Action to be performed: define the read contract for PLS contract details, approval reference, status, and distribution history. Why it is needed: dashboards and reporting consumers need stable PLS read semantics. Expected output: approved read contract for PLS contract detail and history. Scope: contract fields, approval reference, status labels, distribution history fields, ordering rules, and empty-history behavior. Explicit exclusions: dashboard implementation.","[ReqID: R07] Given the PLS read model is refined, when the task closes, then contract detail fields, status labels, approval references, and distribution-history response semantics are explicitly defined. | [ReqID: R07] Given future consumers use this read model, when implementation begins, then they consume the approved contract rather than inventing alternate PLS history semantics.",R07,Compliance;Audit;Maintainability;Integration,1,P1,Islamic Finance Analyst,,Ready for Refinement,PBI-212;PBI-204;PBI-208,"Branch: feature/PBI-007-pls-contract-distribution. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-214,Task,Do implement PLS contract detail and distribution-history retrieval API,"Action to be performed: implement backend read model/API for PLS contract detail and distribution history retrieval. Why it is needed: reviewers and auditors need an executable way to inspect PLS contract execution. Expected output: working retrieval API with approved response shape. Scope: route/service, read projection, distribution ordering, empty-history handling, and authorization. Explicit exclusions: dashboard UI and export bundle generation.","[ReqID: R07] Given a PLS contract exists, when an authorized user requests details, then the platform returns parameters, approval reference, status, and distribution history in the approved response shape. | [ReqID: R07] Given no distribution history exists, when details are requested, then the platform returns an empty distribution list without error.",R07,Compliance;Audit;Reliability;Security,2,P1,Backend Engineer,,Ready for Refinement,PBI-212;PBI-213,"Branch: feature/PBI-007-pls-contract-distribution. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
PBI-215,Task,"Do validate PLS contract read model, documentation, and evidence closure for PBI-212","Action to be performed: validate PLS detail/history retrieval, update docs, and collect evidence. Why it is needed: read behavior is not Done until access, empty-history, and distribution-history cases are proven. Expected output: validation results, docs, and story evidence. Scope: authorized retrieval, unauthorized retrieval, empty history, populated history, docs, and sample responses. Explicit exclusions: dashboard UI.","[ReqID: R07] Given PLS read-model tasks are complete, when validation is executed, then authorized retrieval, empty-history, populated-history, and denied-access behavior match the approved contract. | [ReqID: R07] Given the story is prepared for review, when evidence is attached, then sample responses, test results, and documentation updates are available.",R07,Quality;Compliance;Audit;Documentation,1,P1,QA Lead,,Ready for Refinement,PBI-212;PBI-214,"Branch: feature/PBI-007-pls-contract-distribution. Story-closing evidence task for PBI-212. Status review note 2026-05-26: PLS seedbed evidence exists under PBI-393, but this legacy PLS creation/read-model scope needs grooming before status closure. Scope grooming 2026-05-26: overlaps with completed restricted PLS seedbed PBIs PBI-393 to PBI-405; retain for future production-grade PLS calculation/read-model hardening unless narrowed."
