PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-075,Task,Do implement status-history API and current-status query service,"Action to be performed: build backend read logic for current approval status and prior review history. Why it is needed: the coordinator needs a reliable source of workflow transparency. Expected output: working query service returning current state and history. Scope: read endpoint, history retrieval, current-status derivation, intermediate-state support. Explicit exclusions: UI layer.","[ReqID: R20] Given a review item exists, when the query service is called, then the current status and prior review actions are returned in the expected structure. | [ReqID: R20] Given no final decision exists yet, when the query runs, then the service still returns the submitted and in-progress states without error.",R20,Reliability;Audit;Maintainability,3,P1,Backend Engineer,Sprint 2,Completed,PBI-038;PBI-074;PBI-070,Important: Covers PBI-038 AC1 and AC2. Depends on real decision data from PBI-070.
PBI-076,Task,Do implement coordinator status-history UI and empty or intermediate-state handling,"Action to be performed: build the coordinator view for current status and decision history, including incomplete-history cases. Why it is needed: transparency requires a usable interface, not only an API. Expected output: working status-history screen with safe handling for empty or intermediate states. Scope: current status display, history timeline or list, no-decision-yet state, decision summary. Explicit exclusions: export feature.","[ReqID: R20] Given a review item with history exists, when the coordinator opens the screen, then the current status and prior actions are displayed clearly. | [ReqID: R20] Given no final decision exists yet, when the coordinator opens the screen, then the UI shows the available progress states without errors.",R20,Usability;Maintainability;Security,2,P1,Frontend Engineer,Sprint 3,Completed,PBI-038;PBI-074;PBI-075,"Important: Covers PBI-038 AC1 and AC2. Must explicitly handle empty and intermediate histories. Blocked pending governed frontend runway resolution under PBI-079 and its approved follow-up items. When resumed, this task must consume the status-history query and intermediate-state semantics from PBI-074 and PBI-075 so the UI reflects real backend progression states rather than assumed timeline behavior."
PBI-077,Task,"Do implement view permissions, audit read logging, and response hardening for history access","Action to be performed: add permissions, read-audit logging, and safe response handling for status-history access. Why it is needed: governance history is sensitive and must be read only by authorized roles. Expected output: protected read path with logging and safe handling of incomplete data. Scope: permission checks, read-event logs, safe response rules. Explicit exclusions: analytics dashboard.","[ReqID: R20] Given an unauthorized user attempts to view review history, when access is evaluated, then the request is denied. | [ReqID: R20] Given an authorized user views the history, when the response is returned, then read access is logged and incomplete histories are handled safely.",R20,Compliance;Audit;Security,2,P1,Security Engineer,,Completed,PBI-038;PBI-075,Important: Covers PBI-038 AC1 and AC2. Read logging matters for governance evidence.
PBI-078,Task,"Do execute status-history validation, regression checks, documentation updates, and demo evidence","Action to be performed: validate the status-history flow, update guidance, and collect review evidence. Why it is needed: the story is not Done without functional proof, docs, and demo material. Expected output: completed validation and acceptance package. Scope: functional tests, regression checks, docs, screenshots, demo evidence. Explicit exclusions: new feature logic.","[ReqID: R20] Given the implementation tasks are complete, when status-history validation runs, then current status and history display work for complete and incomplete review items. | [ReqID: R20] Given the story is reviewed, when evidence is attached, then test results, screenshots, and updated documentation are available.",R20,Quality;Maintainability;Audit,2,P1,QA Lead,,Completed,PBI-038;PBI-075;PBI-076;PBI-077,Important: Covers PBI-038 AC1 and AC2 plus DoD. Demo should show both intermediate and final decision histories.
PBI-079,Spike,Investigate governed frontend runway for repository-aligned UI work,"Unknown / problem statement: the repository currently provides backend execution runway but no governed frontend execution boundary for Sprint UI work. Why a decision is needed now: PBI-041 cannot proceed safely without an approved frontend boundary, toolchain decision, and contract-consumer pattern. Investigation scope: frontend location, build/run/test commands, boundary ownership, contract-consumer rule, auth/session assumption, and minimum documentation updates. Explicit exclusions: no production-ready member onboarding form implementation. Approach: inspect current repo constraints, evaluate minimum frontend boundary options, and produce a documented recommendation.","[ReqID: R03] Given the spike timebox ends, when findings are reviewed, then a documented recommendation exists for whether frontend work proceeds now or remains deferred. | [ReqID: R03] Given a frontend boundary is recommended, when the spike closes, then minimum folder structure, commands, contract-consumer approach, and documentation impact are explicitly defined. | [ReqID: R03] Given PBI-041 depends on the outcome, when the spike closes, then follow-up backlog items and dependencies are identified.",R03,Maintainability;Reliability;Architecture,3,P0,Platform Engineer,Sprint 3,Completed,PBI-041,"Timebox: 2-3 calendar days. Exit Criteria: approved recommendation, minimum frontend boundary decision, run/build/test command decision, contract-consumer rule, follow-up PBIs. Important: This item exists to resolve the blocker before any resumed frontend delivery."
PBI-080,Enabler,Enable governed frontend application boundary for future Sprint UI work,"Capability to be created or improved: establish a minimal governed frontend execution boundary inside the repository for future UI delivery. Why it is needed: frontend work should not proceed through ad hoc files or disconnected mock screens. Which future PBIs it enables: PBI-041 and later UI tasks under membership and shariah-review flows. Technical scope: frontend entry point, page shell, package scripts, build/run/test commands, minimal shared structure, and repo-aligned folder conventions. Explicit exclusions: completed member onboarding form behavior and advanced auth/session implementation.","[ReqID: R03] Given the approved runway decision exists, when the frontend boundary is created, then the repository contains a working frontend entry point and consistent local run/build/test flow. | [ReqID: R03] Given future UI tasks start, when contributors implement frontend work, then they do so inside the governed boundary rather than inventing a new structure. | [ReqID: R03] Given the boundary is reviewed, when the enabler is checked, then the scaffold and commands are documented and repeatable.",R03,Maintainability;Reliability;Architecture,3,P0,Frontend Engineer,Sprint 3,Completed,PBI-079,"Important: Shared enablement item, not a child-only implementation detail of PBI-041. Evidence should include successful run/build output and scaffold tree."
PBI-081,Task,Do define contract-consumer pattern and member onboarding page shell for future UI work,"Action to be performed: define and implement the minimal frontend contract-consumer pattern and initial member onboarding page shell aligned to the existing backend membership contract. Why it is needed: future form work should consume backend contracts through an agreed pattern rather than ad hoc fetch logic. Expected output: onboarding page shell wired to a typed request layer or equivalent contract-aware client seam. Scope: page shell, request abstraction, request/response typing, success/error handling seam, and backend-consumer alignment. Explicit exclusions: final registration form UX, advanced auth enforcement, and completed frontend validation flows.","[ReqID: R03] Given the frontend boundary exists, when the page shell is reviewed, then there is a defined and reusable path to call member-organization creation. | [ReqID: R03] Given the backend contract is consumed, when success and error responses are handled, then the shell reflects the backend response model without ad hoc request code. | [ReqID: R03] Given later form work resumes, when submission behavior is added, then it plugs into the agreed client pattern.",R03,Maintainability;Usability;Integration,2,P0,Frontend Engineer,Sprint 3,Completed,PBI-079;PBI-080;PBI-039;PBI-040,Important: Direct unblocker for future PBI-041 resumption. Success-state design must align to backend-created organization lifecycle and not imply unsupported immediate activation.
PBI-082,Task,Do align architecture and coding guidance for governed frontend boundary,"Action to be performed: update repository architecture and coding guidance so future frontend work follows the same governed rules as the backend slice. Why it is needed: contributors should not rely on implicit chat memory or inconsistent local conventions for frontend implementation. Expected output: updated architecture, coding, and sprint execution guidance covering frontend boundary, folder rules, contract-first consumption, and test expectations. Scope: documentation alignment for the approved frontend boundary only. Explicit exclusions: broad SDLC rewrite and completed UI feature delivery.","[ReqID: R03] Given frontend runway is approved, when repository guidance is reviewed, then the frontend boundary and coding rules are explicit. | [ReqID: R03] Given future UI tasks are executed, when contributors implement frontend work, then documented conventions exist for structure, contract consumption, and test expectations.",R03,Maintainability;Compliance;Architecture,1,P0,Platform Engineer,Sprint 3,Completed,PBI-079,"Important: Update architecture guidance, coding rules, and sprint execution notes together so the repository does not contain conflicting delivery instructions."
PBI-083,Bug,Fix duplicate member organization creation by registrationNumber,"Observed behavior: the current member organization creation flow allows multiple organizations to be created with the same registrationNumber. Expected behavior: member organization creation must enforce uniqueness on registrationNumber and reject duplicate creation attempts with the correct conflict response. Business or technical impact: duplicate organization records create data-integrity risk, break expected onboarding behavior, and misalign downstream frontend and operational assumptions. Affected users or environments: backend membership creation flow in current development and any environment using the implemented repository path. Reproduction steps: create a member organization with a valid registrationNumber, then submit another create request with the same registrationNumber and observe that the second organization is still created.","[ReqID: R03] Given a member organization with the same registrationNumber already exists, when creation is attempted again, then the backend rejects the request with the correct conflict response. | [ReqID: R03] Given a unique registrationNumber is submitted, when creation is attempted, then the organization is still created successfully without breaking current validation and audit behavior. | [ReqID: R03] Given duplicate rejection is triggered, when automated tests run, then application and API coverage prove the duplicate path is blocked and current successful creation behavior still passes.",R03,Reliability;Security;Maintainability;Audit,2,P0,Backend Engineer,Sprint 2,Completed,PBI-031;PBI-040;PBI-043,"Important: This is a defect against the expected uniqueness behavior in the member organization creation slice, not new scope. Evidence: repository or application tests for duplicate detection, route or API tests for conflict response, sample duplicate request and response, API contract note update if conflict semantics are documented. Recommendation: do not mark PBI-031 fully Accepted/Done until this bug is resolved."
PBI-084,Spike,Investigate identity and organization-membership source of truth for role assignment validation,"Unknown / problem statement: PBI-050 cannot safely implement invalid-user and non-member rejection because no backend source of truth is established for user existence lookup or user-to-organization membership lookup. Why a decision is needed now: role assignment implementation is blocked and downstream deactivation/access work depends on realistic assignment validation. Investigation scope: ownership of user lookup, ownership of user-to-organization membership lookup, minimal backend ports/interfaces, assignment multiplicity implications, and contract/doc updates needed across architecture, API, and state-model files. Explicit exclusions: no placeholder validation logic and no completion of PBI-050 business behavior in this Spike. Approach: architecture review, contract proposal, ownership decision, and follow-up implementation breakdown.","[ReqID: R03] Given a userId, when the Spike concludes, then the approved backend source-of-truth boundary for determining whether that user exists is documented. | [ReqID: R03] Given a userId and organizationId, when the Spike concludes, then the approved backend source-of-truth boundary for determining whether that user belongs to that organization is documented. | [ReqID: R03] Given role assignment depends on these lookups, when the Spike concludes, then follow-up implementation PBIs and required doc updates are explicitly identified. | [ReqID: R03] Given ownership is currently unclear, when the Spike concludes, then the correct module or service boundary is assigned explicitly.",R03,Architecture;Maintainability;Integration;Reliability,3,P0,Platform Engineer,Sprint 2,Completed,PBI-050,"Timebox: 2-3 calendar days. Exit Criteria: ownership decision, lookup contract proposal, multiplicity-impact note, and explicit follow-up PBIs. Important: resolves blocker without permitting placeholder logic."
PBI-085,Enabler,Enable identity and organization-membership lookup ports for role assignment validation,"Capability to be created or improved: implement the minimal backend lookup capability required so role assignment can validate user existence and user-to-organization membership through approved ports/adapters. Why it is needed: PBI-050 cannot complete its remaining acceptance criteria with contract definitions alone; it needs executable lookup boundaries. Which future PBIs it enables: PBI-050 completion, PBI-052 hardening, PBI-055 deactivation-aware access checks, and later protected-action enforcement. Technical scope: application ports, infrastructure adapters or repository seams, integration points for user existence lookup and organization membership lookup, and test seams for assignment validation. Explicit exclusions: UI behavior, final identity lifecycle design, and broader auth/provider implementation beyond the approved minimum contract.","[ReqID: R03] Given the approved lookup contracts exist, when the identity lookup port is invoked, then the backend can determine whether the referenced user exists. | [ReqID: R03] Given the approved lookup contracts exist, when the membership lookup port is invoked with userId and organizationId, then the backend can determine whether that user belongs to that organization. | [ReqID: R03] Given PBI-050 resumes, when assignment validation runs, then invalid-user and non-member rejection can be implemented without placeholder logic. | [ReqID: R03] Given these lookup capabilities are added, when tests execute, then the ports/adapters are covered by automated tests and are safe for assignment-service integration.",R03,Maintainability;Integration;Reliability;Security,3,P0,Backend Engineer,Sprint 2,Completed,PBI-084,"Important: this is the executable unblocker after the Spike. Evidence: port definitions, adapter tests, integration evidence, and updated API/state-model notes if behavior becomes explicit."
PBI-086,Spike,Investigate authenticated actor source of truth for protected backend actions,"Unknown / problem statement: protected backend actions currently rely on client-supplied actor headers, while the durable architecture intent assumes trusted auth-derived actor context. Why a decision is needed now: authorization hardening, audit integrity, and future frontend/API integration depend on a stable actor boundary. Investigation scope: trusted actor source, request-context ownership, plugin or middleware boundary, transition away from x-actor-* scaffolding, and impact on protected routes and audits. Explicit exclusions: no production auth provider rollout in this Spike. Approach: architecture review, request-context proposal, route-consumption pattern, and migration recommendation.","[ReqID: R03;R20;R22] Given the Spike concludes, when the recommendation is reviewed, then the approved source of truth for authenticated actor context is explicitly documented. | [ReqID: R03;R20;R22] Given protected routes consume actor data, when the Spike closes, then the middleware or plugin boundary and route access pattern are defined. | [ReqID: R03;R20;R22] Given downstream hardening work depends on this decision, when the Spike closes, then follow-up PBIs and migration implications are identified.",R03;R20;R22,Security;Audit;Architecture;Maintainability,3,P0,Platform Engineer,Sprint 2,Completed,None,"Important: Durable docs now state the intended baseline more explicitly: protected writes must use server-derived authenticated actor context and not client-authored identity input. This Spike should now focus on inventorying actual current route usage, confirming the trusted request-context boundary, and defining the migration path from any temporary header-based behavior."
PBI-087,Enabler,Enable auth-derived request actor context for protected routes and audits,"Capability to be created or improved: provide a shared backend mechanism that populates trusted actor context for protected route handlers and audit emitters. Why it is needed: protected actions should not rely on spoofable client-supplied actor headers once the actor boundary is approved. Which future PBIs it enables: PBI-088, PBI-091, PBI-096, stronger deactivation enforcement, and future frontend integration. Technical scope: middleware or plugin, request actor context shape, route-consumption pattern, and automated coverage. Explicit exclusions: full external identity-provider rollout and final UI auth flows.","[ReqID: R03;R20;R22] Given the approved actor-boundary decision exists, when the shared request-context mechanism is implemented, then protected routes can read trusted actor context from the request lifecycle. | [ReqID: R03;R20;R22] Given audit behavior depends on actor attribution, when protected actions execute, then audit emitters can consume the same trusted actor context. | [ReqID: R03;R20;R22] Given the enabler is completed, when automated tests run, then the actor-context path is covered and route handlers no longer depend on raw x-actor-* headers for trusted decisions.",R03;R20;R22,Security;Audit;Integration;Maintainability,5,P0,Backend Engineer,Sprint 2,Completed,PBI-086,Important: Durable docs now define the interim contract expectation clearly enough to implement this without re-debating public semantics. This item should execute against the documented server-derived actor baseline and produce the reusable request-context boundary that later Wave 4 tasks consume.
PBI-088,Task,Do tighten Shariah review submission authorization to coordinator-only or policy-based permission,"Action to be performed: replace the current broad any-active-assignment submission rule with the approved protected-action authorization rule for Shariah review submission. Why it is needed: current behavior is weaker than business intent and may allow unrelated assigned actors to submit review requests. Expected output: explicit review-submission authorization rule enforced in code, covered by tests, and aligned with durable docs. Scope: route/service authorization check, negative and positive tests, and doc alignment. Explicit exclusions: broader auth-provider rollout.","[ReqID: R20] Given an actor lacks the approved permission for review submission, when submission is attempted, then the backend rejects the request with the correct forbidden response. | [ReqID: R20] Given an actor satisfies the approved coordinator-only or policy-based rule, when submission is attempted, then the backend still creates the review request successfully. | [ReqID: R20] Given the authorization rule is tightened, when tests and docs are reviewed, then the protected-action behavior is covered and documented consistently.",R20,Security;Compliance;Audit,3,P0,Backend Engineer,Sprint 2,Completed,PBI-062;PBI-086;PBI-087,"Important: Durable docs now already fix one major ambiguity: submitter identity is server-derived, not client-authored. This item should focus only on tightening permission semantics for who may submit, not on re-opening actor-source contract design."
PBI-089,Enabler,Enable standardized API error envelope across schema and application validation failures,"Capability to be created or improved: provide one consistent error-envelope contract for route schema failures and application validation failures. Why it is needed: inconsistent error shapes complicate frontend/API consumption and create route-specific handling. Which future PBIs it enables: resumed frontend tasks, API docs cleanup, and more predictable integration testing. Technical scope: shared error-envelope contract, route-level mapping pattern, validation-failure handling, and automated coverage. Explicit exclusions: localized frontend error-message UX.","[ReqID: R03;R20] Given a schema-validation failure occurs, when the response is returned, then it follows the approved common error-envelope structure. | [ReqID: R03;R20] Given an application-validation failure occurs, when the response is returned, then it uses the same envelope family with route-independent semantics. | [ReqID: R03;R20] Given the enabler is implemented, when API tests run, then both schema and application failures are covered under one documented response model.",R03;R20,Reliability;Maintainability;Integration;Usability,5,P1,Platform Engineer,Sprint 2 (Optional),Completed,None,Important: unlocks cleaner frontend consumption and reduces route-specific error-handling drift.
PBI-090,Spike,Investigate audit policy for denied protected actions,"Unknown / problem statement: audit behavior for forbidden, invalid, and denied protected actions is inconsistent across current modules. Why a decision is needed now: compliance evidence, deactivation enforcement, and route-hardening tasks need one explicit policy. Investigation scope: success, forbidden, invalid, conflict, and not-found behavior for protected routes; minimum audit payload; and policy ownership. Explicit exclusions: no broad refactor of all route code in this Spike. Approach: review implemented audit patterns, compare them against durable guidance, and produce an approved policy.","[ReqID: R22;R03;R20] Given the Spike concludes, when the policy is reviewed, then audit behavior for success and denied protected actions is explicitly defined. | [ReqID: R22;R03;R20] Given protected actions share compliance needs, when the Spike closes, then the minimum audit payload and route-application rule are documented. | [ReqID: R22;R03;R20] Given later implementation depends on the decision, when the Spike closes, then concrete follow-up PBIs and affected modules are identified.",R22;R03;R20,Audit;Compliance;Architecture;Security,3,P1,Security Engineer,Sprint 2,Completed,None,"Important: Durable docs now include an interim audit baseline, so this Spike no longer starts from a blank page. Its purpose is to settle denied-action coverage, event-catalog boundaries, and route-application consistency before broad route hardening continues."
PBI-091,Enabler,Enable uniform audit policy enforcement across protected routes,"Capability to be created or improved: implement the approved audit policy consistently across protected route paths. Why it is needed: current modules apply audit behavior inconsistently, especially for denied or invalid protected attempts. Which future PBIs it enables: compliance evidence, deactivation wave, authorization hardening, and reviewable security behavior. Technical scope: shared route pattern or helper updates, audit invocation alignment, route-level tests, and module consistency updates. Explicit exclusions: external SIEM integration and analytics dashboards.","[ReqID: R22;R03;R20] Given the approved audit policy exists, when protected routes are executed, then success and denied outcomes are audited according to the same rule set. | [ReqID: R22;R03;R20] Given modules currently differ, when the enabler is completed, then affected protected routes follow the approved audit pattern consistently. | [ReqID: R22;R03;R20] Given the changes are implemented, when automated tests run, then audit behavior is covered for relevant positive and denied paths.",R22;R03;R20,Audit;Compliance;Maintainability;Security,5,P1,Backend Engineer,Sprint 2,Completed,PBI-086;PBI-087;PBI-090,Important: Durable docs now provide a minimum audit baseline and actor-source expectation. This item should implement uniform route behavior on top of that baseline rather than inventing per-route audit semantics during execution.
PBI-092,Enabler,"Enable CI workflow for install, test, and build enforcement","Capability to be created or improved: add repository-native CI enforcement for install, test, and build execution. Why it is needed: passing locally is not an enforceable quality gate and Sprint 1 execution exposed that risk. Which future PBIs it enables: all backend follow-up work and safer multi-contributor execution. Technical scope: CI workflow, install/test/build steps, failure visibility, and repository integration. Explicit exclusions: deployment automation and environment promotion.","[ReqID: R25;R26] Given a change is pushed or proposed, when CI runs, then install, test, and build steps execute automatically. | [ReqID: R25;R26] Given a quality gate fails, when CI completes, then the workflow reports the failure and blocks silent green assumptions. | [ReqID: R25;R26] Given the enabler is reviewed, when the pipeline definition is checked, then the repository has a repeatable CI baseline for future PBIs.",R25;R26,Reliability;Maintainability;Operability,3,P1,DevOps Engineer,Sprint 2,Completed,None,Important: establishes a baseline enforcement gate for Sprint 2 and beyond.
PBI-093,Task,Do replace explicit-file test script with safe automatic test discovery,"Action to be performed: replace the fragile explicit file-list test execution pattern with a safe discovery approach that reliably includes new tests. Why it is needed: Sprint 1 exposed a structural risk where added tests may not run if the script is not updated. Expected output: npm test executes all intended project tests without manual file enumeration. Scope: test command update, discovery pattern, verification of included tests, and script documentation. Explicit exclusions: changing the chosen test runner unless necessary.","[ReqID: R26] Given new tests are added to the project, when npm test is executed, then the test suite discovers and runs them without manual script edits. | [ReqID: R26] Given the test command is updated, when validation is performed, then previously covered tests still run and the omission risk is removed. | [ReqID: R26] Given the task is completed, when contributors review the project scripts, then the discovery model is documented and usable.",R26,Reliability;Maintainability;Testability,2,P1,Platform Engineer,Sprint 2,Completed,None,Important: addresses Sprint 1 test-discovery fragility directly and should be aligned with PBI-092.
PBI-094,Task,Do refresh durable context docs to match implemented backend behavior and approved temporary scaffolding,"Action to be performed: update durable context docs so they reflect implemented backend behavior, explicit temporary scaffolding, and approved Sprint 2 architecture decisions. Why it is needed: current docs are useful but behind the code in actor identity, authorization semantics, audit behavior, and some sprint-execution assumptions. Expected output: updated API contracts, architecture notes, coding rules, sprint execution notes, and state-model text where applicable. Scope: documentation refresh for implemented backend behavior and approved temporary or final boundaries. Explicit exclusions: broad SDLC rewrite.","[ReqID: R03;R20;R22] Given Sprint 2 architecture decisions are approved, when the durable docs are refreshed, then current backend behavior and temporary scaffolding are documented accurately. | [ReqID: R03;R20;R22] Given contributors plan future PBIs, when they read the durable docs, then they do not rely on stale assumptions for actor identity, authorization, audit, or review-submission behavior.",R03;R20;R22,Maintainability;Compliance;Documentation,2,P1,Platform Engineer,Sprint 2,Completed,PBI-086;PBI-090,"Important: Wave 3.5 focused doc-hardening pass applied before Wave 4. Durable docs now explicitly capture server-derived actor context for protected writes, Shariah submission actor handling, interim audit baseline, and current protected-action assumptions. Keep this item open until repo review/acceptance confirms the docs are the active source of truth."
PBI-095,Spike,Investigate protected-function matrix and deactivation policy boundary,"Unknown / problem statement: the deactivation wave remains blocked because the project still lacks an approved protected-function matrix and final deactivation policy semantics. Why a decision is needed now: PBI-054 through PBI-058 can otherwise inherit the same deadlock seen in assignment validation. Investigation scope: list of protected functions, deactivation effects on organizations and users, allow/deny semantics, and audit implications. Explicit exclusions: no full deactivation implementation in this Spike. Approach: analyze current protected routes and planned flows, define a protected-function matrix, and identify follow-up implementation work.","[ReqID: R03;R22] Given the Spike concludes, when the protected-function matrix is reviewed, then the set of protected actions and their deactivation behavior is explicitly defined. | [ReqID: R03;R22] Given deactivation has audit implications, when the Spike closes, then the relationship between deny behavior and audit policy is documented. | [ReqID: R03;R22] Given blocked deactivation tasks depend on this definition, when the Spike closes, then implementation follow-ups for the deactivation wave are identified.",R03;R22,Security;Audit;Architecture;Maintainability,3,P1,Security Engineer,Sprint 2,Completed,PBI-086;PBI-090,Timebox: 2-3 calendar days. Important: prerequisite governance work for resuming the deactivation wave.
PBI-096,Task,Do harden role-assignment creation authorization,"Action to be performed: define and implement explicit authorization on the role-assignment creation route using the approved actor boundary and assignment-validation prerequisites. Why it is needed: assignment creation behavior exists, but governance over who may create assignments is underdefined relative to security expectations. Expected output: protected assignment-creation authorization, negative and positive tests, and docs alignment. Scope: assignment-create authorization rule, route/service enforcement, automated coverage, and note updates. Explicit exclusions: broader UI work and full deactivation implementation.","[ReqID: R03;R22] Given an actor lacks the approved permission to create assignments, when assignment creation is attempted, then the backend rejects the request with the correct forbidden response. | [ReqID: R03;R22] Given an actor satisfies the approved authorization rule and assignment validation passes, when creation is attempted, then the backend still creates the assignment successfully. | [ReqID: R03;R22] Given the authorization is hardened, when tests and docs are reviewed, then the protected route behavior is covered and aligned.",R03;R22,Security;Compliance;Audit,3,P0,Backend Engineer,Sprint 2,Completed,PBI-086;PBI-087;PBI-084;PBI-085;PBI-050,"Important: Durable docs now clarify that trusted actor identity must be server-derived for protected actions. This item should therefore focus on assignment-create permission rules and backend enforcement, not on inventing temporary actor semantics."
PBI-097,Task,"Do reconcile Sprint 1 backlog statuses, evidence, and dependency notes with implemented repository state","Action to be performed: update backlog records for Sprint 1 implemented PBIs so statuses, dependency notes, blocker notes, and evidence references match the repository state. Why it is needed: planning is already being distorted by status drift and partial-completion ambiguity. Expected output: corrected backlog records for implemented Sprint 1 PBIs and explicit carry-over/blocker notes where needed. Scope: PBI-039 through PBI-062 status review, note reconciliation, evidence-note cleanup, and carry-over clarity. Explicit exclusions: net-new feature implementation.","[ReqID: R03;R20] Given Sprint 1 implementation evidence exists, when the backlog is reconciled, then statuses and dependency notes reflect the latest repository reality. | [ReqID: R03;R20] Given partial or blocked completion exists, when the review is completed, then blocker notes and carry-over intent are explicit enough for Sprint 2 planning.",R03;R20,Audit;Maintainability;Documentation,2,P1,Scrum Master,Sprint 2,Completed,None,Important: governance-cleanup task so Sprint 2 planning is based on the latest backlog rather than stale Sprint 1 assumptions.
PBI-098,Task,Do analyze current assignment-validation gap and unresolved flags,"Action to be performed: inspect the current role-assignment implementation, blocker note, and durable docs to isolate exactly which acceptance-criteria paths remain impossible and why. Why it is needed: the team must distinguish completed assignment behavior from work blocked by missing identity and membership source of truth. Expected output: reviewed gap note, explicit remaining behaviors, and constraint list for lookup ownership work. Scope: code-path review, blocker reconciliation, gap note, and dependency map. Explicit exclusions: no new runtime validation logic.","[ReqID: R03] Given the current assignment implementation is reviewed, when the analysis is completed, then the remaining blocked behaviors are explicitly listed against the relevant acceptance criteria. | [ReqID: R03] Given the durable docs and backlog are compared, when the task concludes, then the unresolved flags and required prerequisite decisions are identified without placeholder assumptions.",R03,Maintainability;Architecture,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-050,"Important: first execution slice for the blocker spike. Evidence: gap note, dependency map, acceptance-criteria coverage note."
PBI-099,Task,Do map ownership candidates and lookup-boundary options for user identity and organization membership,"Action to be performed: evaluate where user-existence lookup and user-to-organization membership lookup should live in the backend architecture. Why it is needed: role assignment cannot safely resume until lookup ownership is explicit. Expected output: ownership options, proposed boundary, and trade-off note. Scope: boundary options, ownership candidates, adapter direction, and multiplicity impact note. Explicit exclusions: no production lookup implementation.","[ReqID: R03] Given the current architecture is reviewed, when boundary options are compared, then the preferred owner for user lookup and organization-membership lookup is documented. | [ReqID: R03] Given assignment validation depends on these lookups, when the task concludes, then the selected option is justified well enough for implementation follow-up.",R03,Architecture;Maintainability;Integration,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-098,"Important: use durable docs as source of truth, not code-only drift. Evidence: boundary options matrix and recommendation."
PBI-100,Task,Do produce approved identity and membership lookup contract proposal and follow-up mapping,"Action to be performed: draft the minimal application-level contracts for user existence lookup and organization-membership lookup and map the exact implementation follow-ups needed. Why it is needed: PBI-085 cannot start cleanly without an approved contract. Expected output: contract proposal, method semantics, ownership note, and follow-up mapping. Scope: interface definitions, expected outcomes, error semantics, and backlog mapping. Explicit exclusions: runtime adapter code.","[ReqID: R03] Given the ownership decision exists, when the contract proposal is finalized, then the lookup interfaces define how the backend determines whether a user exists and whether a user belongs to an organization. | [ReqID: R03] Given follow-up implementation depends on the proposal, when the task closes, then the implementation map and dependent backlog items are explicit.",R03,Architecture;Maintainability;Reliability,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-099,"Important: closes the Spike with an executable contract, not just discussion. Evidence: contract diff, follow-up mapping, ownership note."
PBI-101,Task,Do implement application lookup ports for user existence and organization membership,"Action to be performed: add the application-layer ports required to ask whether a user exists and whether a user belongs to an organization. Why it is needed: assignment validation needs executable lookup seams, not only conceptual ownership. Expected output: application interfaces and service-level usage seam. Scope: port definitions, result shapes, and integration seam for role-assignment validation. Explicit exclusions: final infrastructure adapters.","[ReqID: R03] Given the approved lookup contract exists, when the ports are implemented, then the application layer exposes a stable seam for user existence lookup and organization-membership lookup. | [ReqID: R03] Given downstream services consume the ports, when compilation and tests run, then the interfaces are usable without placeholder logic in the assignment service.",R03,Maintainability;Integration;Reliability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-100,Important: first executable slice of the unblocker enabler. Evidence: interface diff and compile-safe consumption seam.
PBI-102,Task,Do implement initial lookup adapters or test seams for identity and organization membership,"Action to be performed: add the initial infrastructure adapters or in-memory test seams that satisfy the new lookup ports. Why it is needed: the assignment service cannot be resumed or tested without executable implementations behind the ports. Expected output: working adapter or test seam for user existence and organization-membership checks. Scope: infrastructure classes, test doubles, and minimal integration wiring. Explicit exclusions: full external identity-provider integration.","[ReqID: R03] Given the lookup ports exist, when the adapters or test seams are added, then the backend can answer whether a user exists and whether that user belongs to an organization. | [ReqID: R03] Given assignment validation needs automated proof, when the task is completed, then the lookup path is usable in tests and later service integration.",R03,Integration;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-101,Important: keep the implementation minimal but executable. Evidence: adapter tests or service-level seam tests.
PBI-103,Task,Do integrate identity and membership lookups into the role-assignment validation flow,"Action to be performed: wire the approved lookup capabilities into the role-assignment service so invalid-user and non-member paths are enforced. Why it is needed: this is the missing business validation that currently blocks PBI-050 completion. Expected output: assignment service rejects invalid users and users not belonging to the organization. Scope: service integration, validation order, and conflict/validation mapping. Explicit exclusions: UI behavior.","[ReqID: R03] Given a referenced user does not exist, when assignment creation is attempted, then the service rejects the request with the correct error response. | [ReqID: R03] Given a referenced user exists but does not belong to the organization, when assignment creation is attempted, then the service rejects the request with the correct error response.",R03,Reliability;Security;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-102;PBI-050,"Important: this task resumes the blocked acceptance criteria of PBI-050. Evidence: service tests for invalid-user and non-member paths. Status: service-level validation slice complete, task not fully complete until runtime wiring and error mapping are added"
